group	ret	mz	EC_022024	adduct	neutralMass
M110_R186_1	186.29	109.908498965327	113	[M-H]-	109.908498965327
M116_R134_2	133.77	116.083298931386	2862	[M-H]-	116.083298931386
M118_R186_3	186.29	117.979026288723	253	[M-H]-	117.979026288723
M126_R200_4	199.804	126.103771592509	243	[M-H]-	126.103771592509
M128_R254_5	253.863	128.002047563358	512	[M-H]-	128.002047563358
M128_R200_6	199.804	128.101472122543	1025.5	[M-H]-	128.101472122543
M129_R186_7	186.29	129.04191046212	359	[M-H]-	129.04191046212
M130_R254_8	253.863	129.999220999194	215	[M-H]-	129.999220999194
M130_R200_9	199.804	130.098698479284	7506	[M-H]-	130.098698479284
M131_R162_10	161.5575	131.094104176421	2427.5	[M-H]-	131.094104176421
M132_R183_11	183.288	131.963806674763	380.5	[M-H]-	131.963806674763
M142_R227_12	226.833	142.023582138423	4369	[M-H]-	142.023582138423
M142_R134_13	133.77	142.023665838667	3043	[M-H]-	142.023665838667
M144_R204_14	203.5575	144.096247460861	184	[M-H]-	144.096247460861
M145_R214_15	214.07	145.084966303916	2408.5	[M-H]-	145.084966303916
M146_R161_16	160.792	146.093589858893	861.5	[M-H]-	146.093589858893
M147_R185_17	184.789	147.067942343525	392.5	[M-H]-	147.067942343525
M148_R207_18	207.314	148.051374173455	305.5	[M-H]-	148.051374173455
M154_R188_21	187.791	154.026964902685	307	[M-H]-	154.026964902685
M154_R243_22	243.358	154.098655574124	1483	[M-H]-	154.098655574124
M156_R323_23	322.633	156.008242997704	3200.5	[M-H]-	156.008242997704
M156_R216_24	216.321	156.114096376554	2254.5	[M-H]-	156.114096376554
M157_R216_25	216.321	157.11739188107	174.5	[M-H]-	157.11739188107
M158_R213_26	212.5675	158.112006963722	9368	[M-H]-	158.112006963722
M159_R213_27	212.5675	159.114868316533	795	[M-H]-	159.114868316533
M160_R213_28	213.3185	160.122282734242	8464.5	[M-H]-	160.122282734242
M161_R200_29	199.804	161.112230706928	613	[M-H]-	161.112230706928
M163_R201_30	201.306	163.062244846545	931	[M-H]-	163.062244846545
M165_R161_31	160.833	165.0782624023	3860	[M-H]-	165.0782624023
M168_R230_36	229.837	168.077376252302	3161	[M-H]-	168.077376252302
M169_R214_38	214.0695	169.113650354635	990.5	[M-H]-	169.113650354635
M170_R200_40	199.804	170.093235407287	1316	[M-H]-	170.093235407287
M171_R243_41	243.358	171.133210957814	577	[M-H]-	171.133210957814
M172_R229_42	229.0855	172.127623668413	26184	[M-H]-	172.127623668413
M173_R210_44	210.315	173.108790144999	7428	[M-H]-	173.108790144999
M174_R171_45	171.291	173.997343661424	2183.5	[M-H]-	173.997343661424
M174_R589_46	588.838	173.964135962565	5111	[M-H]-	173.964135962565
M174_R500_47	500.313	173.964240851905	6159	[M-H]-	173.964240851905
M174_R346_48	345.981	173.964486095645	6347	[M-H]-	173.964486095645
M174_R213_49	212.5675	174.106743234911	29570	[M-H]-	174.106743234911
M175_R211_50	211.066	175.095315497278	445	[M-H]-	175.095315497278
M176_R162_51	162.2815	176.103931555605	791	[M-H]-	176.103931555605
M178_R207_52	207.314	178.134231255292	488	[M-H]-	178.134231255292
M179_R308_53	308.269	179.129869711769	144	[M-H]-	179.129869711769
M180_R236_54	235.845	180.125448371433	209	[M-H]-	180.125448371433
M181_R198_55	197.551	181.090896011727	960	[M-H]-	181.090896011727
M183_R204_58	204.311	183.088453028024	1044	[M-H]-	183.088453028024
M184_R207_59	206.561	184.096657314615	539.5	[M-H]-	184.096657314615
M184_R290_60	290.303	184.145418566375	4531	[M-H]-	184.145418566375
M185_R206_61	205.811	185.10452740981	474	[M-H]-	185.10452740981
M185_R290_62	290.303	185.148638169913	544	[M-H]-	185.148638169913
M186_R198_64	198.302	186.088108319878	412	[M-H]-	186.088108319878
M186_R316_65	315.558	186.161070608191	2250	[M-H]-	186.161070608191
M187_R183_66	183.288	187.000104537603	119	[M-H]-	187.000104537603
M187_R207_67	207.314	187.119700604128	907	[M-H]-	187.119700604128
M187_R316_68	315.558	187.164307042568	375.5	[M-H]-	187.164307042568
M188_R362_69	362.2515	187.979884657052	1937	[M-H]-	187.979884657052
M188_R467_70	466.983	187.979582856655	2449	[M-H]-	187.979582856655
M188_R545_71	544.558	187.979594095133	1967	[M-H]-	187.979594095133
M188_R194_72	193.797	188.013641610627	14854	[M-H]-	188.013641610627
M188_R209_73	208.814	188.08048015597	202	[M-H]-	188.08048015597
M189_R194_74	193.797	189.016591537937	1378.5	[M-H]-	189.016591537937
M189_R201_75	201.2765	189.090263884807	2195	[M-H]-	189.090263884807
M190_R189_76	189.2915	190.000738308266	925	[M-H]-	190.000738308266
M190_R195_77	195.299	190.119944373291	44124	[M-H]-	190.119944373291
M191_R195_78	195.299	191.12295882227	4184	[M-H]-	191.12295882227
M191_R132_79	132.323	191.04904073537	228	[M-H]-	191.04904073537
M192_R227_82	226.8355	192.053594832014	2172	[M-H]-	192.053594832014
M193_R191_83	190.792	193.073394188743	296	[M-H]-	193.073394188743
M194_R213_84	213.319	194.094407091382	80450	[M-H]-	194.094407091382
M195_R226_85	226.082	195.112403145253	6653	[M-H]-	195.112403145253
M196_R471_86	470.671	195.945674271146	310	[M-H]-	195.945674271146
M196_R240_87	240.353	196.031187106386	124	[M-H]-	196.031187106386
M196_R215_88	214.8205	196.100643291618	948	[M-H]-	196.100643291618
M197_R200_89	199.804	197.013878453657	4706	[M-H]-	197.013878453657
M197_R216_90	215.571	197.103348932852	266	[M-H]-	197.103348932852
M198_R209_91	208.815	198.124144378796	1767	[M-H]-	198.124144378796
M198_R132_92	132.323	198.085712011251	898	[M-H]-	198.085712011251
M198_R316_93	315.558	198.160845844202	485	[M-H]-	198.160845844202
M200_R201_94	201.306	200.012607537863	611.5	[M-H]-	200.012607537863
M200_R132_95	132.323	199.982088317236	217	[M-H]-	199.982088317236
M200_R403_96	403.288	200.176255797776	3919	[M-H]-	200.176255797776
M200_R317_97	316.973	200.176217981023	1191	[M-H]-	200.176217981023
M201_R194_98	193.797	201.003073554459	621.5	[M-H]-	201.003073554459
M201_R317_99	316.973	201.178685585702	163	[M-H]-	201.178685585702
M201_R405_100	404.702	201.17986583414	632	[M-H]-	201.17986583414
M201_R195_101	195.299	201.100044661379	473	[M-H]-	201.100044661379
M202_R215_102	214.8205	202.007424312523	19697.5	[M-H]-	202.007424312523
M202_R206_103	205.8115	202.10093002285	300	[M-H]-	202.10093002285
M203_R204_104	204.311	203.031862977468	1452	[M-H]-	203.031862977468
M203_R264_105	264.37	203.159143528399	775	[M-H]-	203.159143528399
M204_R197_106	196.801	204.004929044049	319	[M-H]-	204.004929044049
M204_R201_107	200.5545	204.094601456546	850	[M-H]-	204.094601456546
M205_R159_108	158.556	205.018488494426	160	[M-H]-	205.018488494426
M205_R137_109	136.773	205.092229494342	785.5	[M-H]-	205.092229494342
M206_R206_110	205.811	205.99994506998	267	[M-H]-	205.99994506998
M206_R204_111	204.3075	206.103714593532	1911	[M-H]-	206.103714593532
M206_R622_113	621.528	206.20129438737	410	[M-H]-	206.20129438737
M207_R189_114	189.291	207.088341044057	217.5	[M-H]-	207.088341044057
M208_R192_116	192.294	207.993111497786	245.5	[M-H]-	207.993111497786
M208_R212_117	211.7685	208.127594691582	4462	[M-H]-	208.127594691582
M209_R247_118	247.343	209.1399006971	233	[M-H]-	209.1399006971
M210_R382_119	382.063	209.981934184245	104	[M-H]-	209.981934184245
M210_R177_120	177.288	209.941082557139	2168.5	[M-H]-	209.941082557139
M210_R228_121	228.3375	210.160945455644	1918.5	[M-H]-	210.160945455644
M210_R337_122	336.782	210.160686977976	253	[M-H]-	210.160686977976
M211_R201_123	201.306	211.083178291264	261	[M-H]-	211.083178291264
M212_R185_124	184.789	211.849287982619	141	[M-H]-	211.849287982619
M212_R212_125	211.816	212.140284019502	2422.5	[M-H]-	212.140284019502
M213_R200_126	199.804	213.118104902583	1171	[M-H]-	213.118104902583
M214_R191_127	190.792	213.98551005243	402	[M-H]-	213.98551005243
M214_R553_128	553.0185	214.19185401545	4123	[M-H]-	214.19185401545
M214_R228_129	227.587	214.137660843701	3071	[M-H]-	214.137660843701
M214_R132_130	132.323	214.05960784814	310	[M-H]-	214.05960784814
M214_R403_131	403.288	214.191269879264	417.5	[M-H]-	214.191269879264
M215_R204_132	204.311	215.115448035666	1339	[M-H]-	215.115448035666
M215_R554_133	553.669	215.195001313696	593	[M-H]-	215.195001313696
M215_R252_134	252.362	215.159365830181	496	[M-H]-	215.159365830181
M216_R194_135	193.797	215.99049101526	342.5	[M-H]-	215.99049101526
M216_R203_136	202.808	216.088248884448	317	[M-H]-	216.088248884448
M216_R309_137	309.3945	216.171385805842	1241	[M-H]-	216.171385805842
M217_R325_139	325.462	217.174188258712	709.5	[M-H]-	217.174188258712
M218_R198_141	198.302	218.084741524063	708	[M-H]-	218.084741524063
M219_R188_142	187.791	219.109761514754	4024	[M-H]-	219.109761514754
M220_R210_143	210.316	219.99247392723	1430	[M-H]-	219.99247392723
M220_R195_144	195.299	220.129831009949	4137	[M-H]-	220.129831009949
M220_R277_145	277.177	220.145809139159	383	[M-H]-	220.145809139159
M221_R195_146	195.299	221.133281963096	333	[M-H]-	221.133281963096
M222_R209_147	208.815	222.124016951104	714	[M-H]-	222.124016951104
M223_R191_150	190.792	223.036561761473	300	[M-H]-	223.036561761473
M224_R134_152	133.77	224.026305924627	1260	[M-H]-	224.026305924627
M224_R204_155	204.311	224.102754298261	689.5	[M-H]-	224.102754298261
M224_R291_156	291.059	224.121793981925	1395	[M-H]-	224.121793981925
M224_R402_157	401.874	224.176148338691	975	[M-H]-	224.176148338691
M225_R224_158	223.8305	225.121705680368	426	[M-H]-	225.121705680368
M225_R391_159	390.551	225.034270352652	379	[M-H]-	225.034270352652
M225_R403_161	403.288	225.179540604999	183	[M-H]-	225.179540604999
M226_R518_162	518.4595	226.022681680777	634	[M-H]-	226.022681680777
M226_R389_165	389.135	226.031347450092	216	[M-H]-	226.031347450092
M226_R517_167	517.227	226.192009379044	8286	[M-H]-	226.192009379044
M226_R607_168	607.2255	226.209316758729	964	[M-H]-	226.209316758729
M227_R554_171	553.669	227.195173064092	457.5	[M-H]-	227.195173064092
M227_R245_172	244.859	227.159433591907	2647.5	[M-H]-	227.159433591907
M228_R183_173	183.288	227.822365264896	214	[M-H]-	227.822365264896
M228_R382_176	382.063	227.992345765843	191	[M-H]-	227.992345765843
M228_R517_178	517.227	228.198330935438	169	[M-H]-	228.198330935438
M228_R620_179	620.166	228.207721137837	132705	[M-H]-	228.207721137837
M228_R311_181	311.205	228.171320990045	671	[M-H]-	228.171320990045
M228_R246_182	246.36	228.163124753889	185.5	[M-H]-	228.163124753889
M229_R620_185	620.166	229.210767918385	20704	[M-H]-	229.210767918385
M229_R213_186	213.318	229.166556375406	1431	[M-H]-	229.166556375406
M230_R197_187	196.755	229.97267386124	1458	[M-H]-	229.97267386124
M230_R207_190	207.314	230.066881194704	1165	[M-H]-	230.066881194704
M230_R374_191	373.574	230.186738624972	503	[M-H]-	230.186738624972
M230_R620_193	620.166	230.213110952019	1936	[M-H]-	230.213110952019
M232_R212_195	211.816	232.093205649194	834	[M-H]-	232.093205649194
M233_R203_196	202.808	233.132778771429	752.5	[M-H]-	233.132778771429
M234_R224_197	223.828	234.135447320797	279	[M-H]-	234.135447320797
M234_R477_198	476.893	234.160540174381	421	[M-H]-	234.160540174381
M235_R204_199	203.558	235.101291974154	749	[M-H]-	235.101291974154
M236_R201_200	200.555	236.114244359928	365	[M-H]-	236.114244359928
M236_R399_202	399.043	236.176021371287	182	[M-H]-	236.176021371287
M236_R472_203	471.899	236.175808282306	322	[M-H]-	236.175808282306
M238_R213_205	213.318	238.028556503471	735	[M-H]-	238.028556503471
M238_R530_206	530.243	238.190978243479	131	[M-H]-	238.190978243479
M238_R258_207	258.364	238.19198508482	194.5	[M-H]-	238.19198508482
M239_R216_208	216.321	239.121102872107	172	[M-H]-	239.121102872107
M240_R230_209	229.84	239.999820511746	820	[M-H]-	239.999820511746
M240_R132_210	132.323	240.000016707001	492	[M-H]-	240.000016707001
M240_R207_215	207.279	240.133999825522	1291.5	[M-H]-	240.133999825522
M241_R191_217	190.792	241.003107129313	1171	[M-H]-	241.003107129313
M241_R213_219	212.567	241.114485957532	542.5	[M-H]-	241.114485957532
M242_R642_224	641.973	242.22300071604	61240	[M-H]-	242.22300071604
M242_R313_226	312.674	242.186715734454	308	[M-H]-	242.186715734454
M242_R402_227	401.874	242.186801434185	1025	[M-H]-	242.186801434185
M243_R402_229	401.874	243.189951041857	206	[M-H]-	243.189951041857
M243_R642_230	641.973	243.226195003186	9398	[M-H]-	243.226195003186
M243_R212_231	211.816	243.182257446023	2049	[M-H]-	243.182257446023
M244_R185_232	184.789	243.796446748828	210.5	[M-H]-	243.796446748828
M244_R318_235	318.139	244.104471177692	772	[M-H]-	244.104471177692
M244_R538_236	538.1445	244.202086223273	1264	[M-H]-	244.202086223273
M244_R641_237	640.609	244.228279596149	854	[M-H]-	244.228279596149
M245_R321_238	321.218	245.143559095608	2016.5	[M-H]-	245.143559095608
M245_R203_239	202.745	245.126900304295	1024	[M-H]-	245.126900304295
M245_R537_240	537.4645	245.205383828042	402.5	[M-H]-	245.205383828042
M246_R201_242	200.555	246.085161575783	650.5	[M-H]-	246.085161575783
M247_R206_244	205.8115	247.130199193461	584	[M-H]-	247.130199193461
M248_R200_245	199.804	248.083469627451	378	[M-H]-	248.083469627451
M248_R311_246	311.205	248.106537772788	328	[M-H]-	248.106537772788
M248_R479_247	479.495	248.139462014404	180	[M-H]-	248.139462014404
M248_R552_248	552.368	248.17559573919	240	[M-H]-	248.17559573919
M248_R626_249	625.616	248.212717129618	155	[M-H]-	248.212717129618
M249_R202_250	202.057	249.107431019235	409	[M-H]-	249.107431019235
M250_R204_252	204.311	249.952705573431	8595	[M-H]-	249.952705573431
M250_R406_253	406.117	250.154969908149	1196.5	[M-H]-	250.154969908149
M250_R563_254	562.965	250.191407966834	2820	[M-H]-	250.191407966834
M250_R214_255	214.0695	250.096458136794	621	[M-H]-	250.096458136794
M251_R223_256	223.081	251.132850976052	1128	[M-H]-	251.132850976052
M251_R593_257	592.928	251.194846650178	514.5	[M-H]-	251.194846650178
M251_R364_258	363.667	251.187012041482	1119	[M-H]-	251.187012041482
M252_R277_259	277.177	251.982196167471	1986	[M-H]-	251.982196167471
M252_R364_261	363.6675	252.180503747892	174	[M-H]-	252.180503747892
M252_R614_262	614.037	252.207117919818	6301.5	[M-H]-	252.207117919818
M253_R206_263	205.811	253.130125174479	173	[M-H]-	253.130125174479
M253_R361_264	360.838	253.174677570268	234	[M-H]-	253.174677570268
M253_R600_265	599.733	253.210479811541	2285.5	[M-H]-	253.210479811541
M253_R634_266	634.4745	253.398822074698	1103	[M-H]-	253.398822074698
M254_R215_267	214.819	254.11716072959	2698	[M-H]-	254.11716072959
M254_R637_268	636.518	254.22317473049	363	[M-H]-	254.22317473049
M255_R209_270	208.815	255.119272108771	441	[M-H]-	255.119272108771
M255_R635_271	635.156	255.226267742313	126485	[M-H]-	255.226267742313
M255_R246_272	246.36	255.182217105454	251	[M-H]-	255.182217105454
M256_R170_273	169.791	255.912672064606	144	[M-H]-	255.912672064606
M256_R700_275	699.88	256.238875921526	1723954	[M-H]-	256.238875921526
M256_R542_276	541.955	256.202013034011	1018	[M-H]-	256.202013034011
M256_R403_277	403.288	256.202106080728	392	[M-H]-	256.202106080728
M257_R191_280	190.794	257.096013225286	271	[M-H]-	257.096013225286
M257_R695_281	694.669	257.231761616787	725	[M-H]-	257.231761616787
M257_R542_282	541.955	257.205519652994	195	[M-H]-	257.205519652994
M257_R257_284	257.1065	257.180087401369	1136.5	[M-H]-	257.180087401369
M258_R624_286	624.254	258.218008216502	4299	[M-H]-	258.218008216502
M258_R240_288	240.353	258.163565483617	270	[M-H]-	258.163565483617
M259_R203_289	202.808	259.142036234854	504	[M-H]-	259.142036234854
M259_R137_290	136.773	259.062540575054	332.5	[M-H]-	259.062540575054
M259_R624_291	624.254	259.220355945851	662	[M-H]-	259.220355945851
M259_R548_292	548.463	259.220702411869	235	[M-H]-	259.220702411869
M259_R700_293	699.88	259.247017088206	3020	[M-H]-	259.247017088206
M259_R402_294	401.874	259.159488348556	220	[M-H]-	259.159488348556
M260_R673_297	672.524	260.247945596449	2998.5	[M-H]-	260.247945596449
M260_R232_298	232.092	260.179104960061	2270	[M-H]-	260.179104960061
M262_R216_300	215.57	262.124464095382	380	[M-H]-	262.124464095382
M262_R276_301	275.518	262.175622042188	265	[M-H]-	262.175622042188
M263_R627_302	626.979	262.633464468714	1102.5	[M-H]-	262.633464468714
M263_R219_303	219.324	263.114422836096	1108	[M-H]-	263.114422836096
M263_R134_304	133.77	263.054157823256	413.5	[M-H]-	263.054157823256
M263_R627_305	626.979	263.135290620023	310.5	[M-H]-	263.135290620023
M264_R210_306	210.316	263.982364066794	1868	[M-H]-	263.982364066794
M264_R516_307	515.926	264.133697956809	116	[M-H]-	264.133697956809
M264_R603_308	603.1385	264.206683113589	224	[M-H]-	264.206683113589
M264_R295_309	294.84	264.171104977979	1906	[M-H]-	264.171104977979
M265_R215_310	214.819	265.101556100426	207	[M-H]-	265.101556100426
M265_R295_311	294.84	265.174141999862	348.5	[M-H]-	265.174141999862
M266_R240_312	239.5995	266.100073217731	199	[M-H]-	266.100073217731
M266_R590_313	590.197	266.153331602953	4154	[M-H]-	266.153331602953
M266_R391_314	390.553	266.204532720301	1448	[M-H]-	266.204532720301
M266_R618_315	618.125	266.204344711305	573	[M-H]-	266.204344711305
M266_R280_316	280.495	266.19844604015	361	[M-H]-	266.19844604015
M267_R590_317	590.197	267.156289051991	603.5	[M-H]-	267.156289051991
M267_R284_318	283.812	267.120809928448	171	[M-H]-	267.120809928448
M267_R382_319	382.063	267.190006925276	302	[M-H]-	267.190006925276
M267_R630_320	629.705	267.225653532608	2134	[M-H]-	267.225653532608
M268_R183_321	183.288	267.81051898359	198	[M-H]-	267.81051898359
M268_R224_322	223.828	268.12880103973	457	[M-H]-	268.12880103973
M268_R590_323	590.197	268.149903479353	198.5	[M-H]-	268.149903479353
M268_R400_324	400.459	268.201925005971	673	[M-H]-	268.201925005971
M268_R686_325	685.55	268.238330145999	36496.5	[M-H]-	268.238330145999
M268_R516_328	515.926	268.201558594944	4427	[M-H]-	268.201558594944
M269_R516_332	515.926	269.205278637458	743	[M-H]-	269.205278637458
M269_R686_333	685.55	269.241142348959	7249	[M-H]-	269.241142348959
M270_R626_334	625.616	269.641486450401	193	[M-H]-	269.641486450401
M270_R183_335	183.288	269.807245812359	344	[M-H]-	269.807245812359
M270_R315_337	314.7965	270.119616691193	1377.5	[M-H]-	270.119616691193
M270_R768_338	768.4145	270.254151234803	159107	[M-H]-	270.254151234803
M270_R592_339	591.5645	270.217928947893	117006.5	[M-H]-	270.217928947893
M270_R289_341	288.791	270.181780394048	1202	[M-H]-	270.181780394048
M271_R592_343	591.5645	271.221121759995	1447	[M-H]-	271.221121759995
M271_R786_344	785.647	271.256778408023	26594.5	[M-H]-	271.256778408023
M271_R311_346	311.205	271.095691956784	266.5	[M-H]-	271.095691956784
M271_R406_347	406.117	271.221271819956	988	[M-H]-	271.221271819956
M271_R216_348	215.571	271.181534051614	475	[M-H]-	271.181534051614
M272_R183_349	183.288	271.803916146792	185	[M-H]-	271.803916146792
M272_R203_350	202.808	272.085108530057	197	[M-H]-	272.085108530057
M272_R598_351	598.3705	272.229367824228	41148.5	[M-H]-	272.229367824228
M272_R391_352	390.551	272.212863414873	4843	[M-H]-	272.212863414873
M272_R787_353	786.878	272.259394564321	3452	[M-H]-	272.259394564321
M273_R204_355	203.5595	273.112113436565	479	[M-H]-	273.112113436565
M273_R610_356	609.9515	273.236683587011	7674	[M-H]-	273.236683587011
M273_R341_357	341.029	273.215875111382	142	[M-H]-	273.215875111382
M274_R605_359	604.5005	274.208973479963	726	[M-H]-	274.208973479963
M274_R234_360	234.34	274.114301399758	271.5	[M-H]-	274.114301399758
M274_R398_361	397.626	274.212011809815	203	[M-H]-	274.212011809815
M275_R612_362	611.994	274.632874485447	183	[M-H]-	274.632874485447
M275_R210_363	210.316	275.135932989895	146	[M-H]-	275.135932989895
M275_R210_364	210.316	275.161699026673	858	[M-H]-	275.161699026673
M276_R630_365	629.705	275.640923784694	800	[M-H]-	275.640923784694
M276_R200_366	199.804	276.152873235037	620	[M-H]-	276.152873235037
M276_R628_367	628.341	276.143124428285	213	[M-H]-	276.143124428285
M276_R400_368	400.459	276.17050786332	587.5	[M-H]-	276.17050786332
M276_R612_369	611.994	276.206635438111	1897	[M-H]-	276.206635438111
M276_R219_370	219.324	276.207387017669	218	[M-H]-	276.207387017669
M277_R205_372	205.059	277.084292237696	232.5	[M-H]-	277.084292237696
M277_R598_373	598.372	277.21029866549	507	[M-H]-	277.21029866549
M277_R628_374	628.341	277.314445793889	293	[M-H]-	277.314445793889
M278_R276_376	275.518	278.021464657508	464	[M-H]-	278.021464657508
M278_R626_377	625.516	278.205244162096	288564	[M-H]-	278.205244162096
M278_R513_379	513.324	278.186522827257	361	[M-H]-	278.186522827257
M279_R201_381	201.306	279.130195568221	274	[M-H]-	279.130195568221
M279_R630_382	629.705	279.226247189367	50103	[M-H]-	279.226247189367
M279_R652_383	652.192	279.326775083125	3394	[M-H]-	279.326775083125
M280_R276_384	275.518	280.019202477691	217	[M-H]-	280.019202477691
M280_R215_385	214.819	279.977154788578	4181	[M-H]-	279.977154788578
M280_R640_386	639.927	280.23400447623	5146.5	[M-H]-	280.23400447623
M280_R834_387	833.52	280.238493326419	12470.5	[M-H]-	280.238493326419
M280_R231_388	231.339	280.166012554712	328	[M-H]-	280.166012554712
M280_R314_389	314.142	280.201928471952	181	[M-H]-	280.201928471952
M281_R257_390	256.865	280.620515475406	486.5	[M-H]-	280.620515475406
M281_R192_391	191.545	281.1169794621	156	[M-H]-	281.1169794621
M281_R653_392	652.874	281.241982882394	443713	[M-H]-	281.241982882394
M281_R750_393	749.951	281.332705771313	3255.5	[M-H]-	281.332705771313
M281_R212_394	211.816	281.160780596072	235	[M-H]-	281.160780596072
M282_R284_395	283.812	281.628822250453	1057	[M-H]-	281.628822250453
M282_R210_396	210.316	282.113949798941	1546	[M-H]-	282.113949798941
M282_R851_397	850.559	282.253559949335	6999	[M-H]-	282.253559949335
M282_R762_398	762.254	282.254237555701	1329032	[M-H]-	282.254237555701
M282_R389_399	389.1385	282.217588460344	1388	[M-H]-	282.217588460344
M282_R631_400	631.071	282.230779498924	492	[M-H]-	282.230779498924
M282_R257_401	256.865	282.181488689108	776	[M-H]-	282.181488689108
M283_R201_402	200.5545	283.121742967354	312.5	[M-H]-	283.121742967354
M283_R399_403	399.043	283.220151979208	214	[M-H]-	283.220151979208
M283_R749_404	749.265	283.257781971404	1220.5	[M-H]-	283.257781971404
M283_R255_405	255.365	283.183520158325	287	[M-H]-	283.183520158325
M284_R183_406	183.288	283.784386025075	321	[M-H]-	283.784386025075
M284_R209_408	208.815	284.102610572122	421	[M-H]-	284.102610572122
M284_R806_410	805.9665	284.269364928538	864849.5	[M-H]-	284.269364928538
M284_R683_411	682.943	284.2480872726	14430	[M-H]-	284.2480872726
M284_R410_412	410.359	284.231362512082	1441	[M-H]-	284.231362512082
M284_R230_413	229.839	284.179134078709	1237	[M-H]-	284.179134078709
M284_R317_414	316.973	284.19713969002	1230	[M-H]-	284.19713969002
M285_R626_415	625.616	284.646270371271	232	[M-H]-	284.646270371271
M285_R211_416	211.066	285.11559458044	1115	[M-H]-	285.11559458044
M285_R883_417	882.54	285.274313746136	177787	[M-H]-	285.274313746136
M285_R368_418	367.913	285.201027841568	822	[M-H]-	285.201027841568
M285_R709_419	708.995	285.256754722421	4600	[M-H]-	285.256754722421
M285_R617_420	617.443	285.228884055437	214	[M-H]-	285.228884055437
M285_R230_422	229.836	285.180227535997	258	[M-H]-	285.180227535997
M286_R183_423	183.288	285.781094531565	628.5	[M-H]-	285.781094531565
M286_R375_427	374.989	286.212696118988	1158	[M-H]-	286.212696118988
M286_R691_428	690.761	286.248020643754	878	[M-H]-	286.248020643754
M286_R805_429	805.351	286.275594625834	19206.5	[M-H]-	286.275594625834
M286_R541_431	540.654	286.212651818464	4458	[M-H]-	286.212651818464
M286_R252_432	252.362	286.213159805486	1456	[M-H]-	286.213159805486
M287_R204_433	203.559	287.140861625342	305	[M-H]-	287.140861625342
M287_R374_434	373.574	287.215678231569	224.5	[M-H]-	287.215678231569
M287_R541_435	540.654	287.215678052952	726	[M-H]-	287.215678052952
M287_R807_436	806.582	287.278412736504	1730	[M-H]-	287.278412736504
M287_R201_437	201.306	287.172401676569	230	[M-H]-	287.172401676569
M288_R261_438	261.367	287.602022672482	232	[M-H]-	287.602022672482
M288_R185_439	184.789	287.778046871843	465	[M-H]-	287.778046871843
M288_R162_441	162.293	287.917962813177	956.5	[M-H]-	287.917962813177
M288_R568_442	568.411	287.917185105203	375	[M-H]-	287.917185105203
M288_R491_443	491.205	287.917190274744	443.5	[M-H]-	287.917190274744
M288_R542_445	541.955	288.228102781916	6954	[M-H]-	288.228102781916
M288_R285_446	285.472	288.192119890472	3181.5	[M-H]-	288.192119890472
M289_R170_447	169.791	288.917424506646	168.5	[M-H]-	288.917424506646
M289_R541_448	540.654	289.231488364514	1245	[M-H]-	289.231488364514
M289_R622_449	621.528	289.231209798704	815	[M-H]-	289.231209798704
M289_R266_450	265.916	289.196229306645	1006.5	[M-H]-	289.196229306645
M290_R229_451	229.087	289.625641020437	504	[M-H]-	289.625641020437
M290_R170_452	169.791	289.91485850219	488	[M-H]-	289.91485850219
M290_R512_453	512.022	290.152976930133	254.5	[M-H]-	290.152976930133
M290_R207_454	207.314	290.115615316611	223	[M-H]-	290.115615316611
M290_R637_455	636.518	290.199028452258	370.5	[M-H]-	290.199028452258
M290_R389_456	389.135	290.185687623595	214.5	[M-H]-	290.185687623595
M290_R541_457	540.654	290.23326950669	154	[M-H]-	290.23326950669
M291_R237_458	237.346	290.625752960301	829	[M-H]-	290.625752960301
M291_R619_459	618.805	290.64681123729	284	[M-H]-	290.64681123729
M291_R212_460	211.816	291.145487227235	337	[M-H]-	291.145487227235
M291_R641_461	640.609	291.225490451782	1451	[M-H]-	291.225490451782
M291_R215_462	214.819	291.168168551707	180	[M-H]-	291.168168551707
M291_R282_463	282.153	291.182301158153	154	[M-H]-	291.182301158153
M292_R626_464	625.616	291.654095985592	206	[M-H]-	291.654095985592
M292_R210_465	210.3155	292.117691390961	334	[M-H]-	292.117691390961
M292_R665_466	665.0335	292.225181478637	628	[M-H]-	292.225181478637
M293_R195_467	194.5475	293.136812607277	368.5	[M-H]-	293.136812607277
M293_R301_468	300.886	293.197821268324	226	[M-H]-	293.197821268324
M294_R165_469	165.294	293.89731148454	420	[M-H]-	293.89731148454
M294_R251_470	250.8585	293.99860855696	286	[M-H]-	293.99860855696
M294_R613_471	613.3575	294.216941522831	30627.5	[M-H]-	294.216941522831
M294_R750_473	750.1025	294.253207284055	2811	[M-H]-	294.253207284055
M294_R482_474	482.097	294.217737903398	5600.5	[M-H]-	294.217737903398
M294_R215_475	214.726	294.181925697011	423	[M-H]-	294.181925697011
M295_R271_476	270.542	294.635726180579	430.5	[M-H]-	294.635726180579
M295_R267_478	267.375	294.992096379459	1488	[M-H]-	294.992096379459
M295_R406_480	406.117	295.220982633667	3134	[M-H]-	295.220982633667
M295_R482_481	482.097	295.221100197472	1100	[M-H]-	295.221100197472
M295_R721_482	720.719	295.256919264628	440	[M-H]-	295.256919264628
M295_R594_483	594.285	295.221013976279	6770	[M-H]-	295.221013976279
M296_R224_484	223.828	295.96858447785	1043.5	[M-H]-	295.96858447785
