group	ret	mz	EC_022024	adduct	neutralMass
M594_R630_3080	629.705	594.277585238088	4174	[M-H]-	594.277585238088
M594_R863_3081	863.25	594.403662287763	1191	[M-H]-	594.403662287763
M594_R788_3082	788.111	594.36300511199	1021	[M-H]-	594.36300511199
M594_R209_3083	208.815	594.29408981592	314.5	[M-H]-	594.29408981592
M594_R626_3084	625.616	594.480407832191	1085.5	[M-H]-	594.480407832191
M594_R556_3085	556.274	594.481328273707	582	[M-H]-	594.481328273707
M595_R824_3086	823.817	594.55361296238	26295	[M-H]-	594.55361296238
M595_R383_3087	383.477	595.25521848841	198.5	[M-H]-	595.25521848841
M595_R237_3088	237.346	595.265064526032	513.5	[M-H]-	595.265064526032
M595_R604_3089	603.823	595.276458628549	158	[M-H]-	595.276458628549
M595_R822_3090	821.981	595.360835932627	17482.5	[M-H]-	595.360835932627
M595_R210_3091	210.316	595.311588124039	465.5	[M-H]-	595.311588124039
M596_R183_3092	183.288	595.542547779507	283	[M-H]-	595.542547779507
M595_R631_3093	631.068	595.484717316154	479	[M-H]-	595.484717316154
M596_R824_3094	823.817	595.556753403149	10026	[M-H]-	595.556753403149
M596_R224_3096	223.828	596.127749914901	257	[M-H]-	596.127749914901
M596_R289_3097	288.791	596.260074807367	229	[M-H]-	596.260074807367
M596_R627_3098	626.979	596.274000996761	620	[M-H]-	596.274000996761
M596_R851_3099	850.922	596.383107723018	1358	[M-H]-	596.383107723018
M596_R657_3100	656.976	596.456369941385	380	[M-H]-	596.456369941385
M596_R556_3101	556.274	596.497761152436	3391	[M-H]-	596.497761152436
M597_R825_3102	825.048	596.560323665445	2335	[M-H]-	596.560323665445
M597_R613_3103	613.356	597.26677434868	878	[M-H]-	597.26677434868
M597_R853_3104	853.389	597.37478146875	6964	[M-H]-	597.37478146875
M597_R426_3105	425.916	597.269316446685	2011	[M-H]-	597.269316446685
M597_R231_3106	231.339	597.29257714253	4045.5	[M-H]-	597.29257714253
M597_R321_3107	321.218	597.291833224667	6081.5	[M-H]-	597.291833224667
M598_R183_3108	183.288	597.538478863391	167	[M-H]-	597.538478863391
M597_R686_3109	685.55	597.478720206231	1839	[M-H]-	597.478720206231
M598_R824_3110	823.817	597.56072036885	266.5	[M-H]-	597.56072036885
M598_R335_3112	335.367	598.237167007195	195	[M-H]-	598.237167007195
M598_R652_3113	651.511	598.277893935641	1226.5	[M-H]-	598.277893935641
M598_R200_3114	199.804	598.190113697982	259.5	[M-H]-	598.190113697982
M598_R852_3115	851.539	598.359769112789	2763.5	[M-H]-	598.359769112789
M598_R747_3116	747.0585	598.307486101361	46292	[M-H]-	598.307486101361
M598_R324_3117	324.047	598.295083149606	1960	[M-H]-	598.295083149606
M598_R231_3118	231.339	598.296811055735	1064	[M-H]-	598.296811055735
M598_R656_3119	655.597	598.455830217405	4545	[M-H]-	598.455830217405
M598_R885_3120	885.481	598.436122348948	602.5	[M-H]-	598.436122348948
M599_R637_3121	636.518	598.942911315734	6111	[M-H]-	598.942911315734
M599_R328_3122	328.2925	599.25630057878	185	[M-H]-	599.25630057878
M599_R465_3123	464.523	599.251566318932	566.5	[M-H]-	599.251566318932
M599_R729_3124	728.531	599.337342302045	4957	[M-H]-	599.337342302045
M599_R871_3125	871.2655	599.373637772081	76658	[M-H]-	599.373637772081
M599_R634_3126	634.476	599.313638442957	3203	[M-H]-	599.313638442957
M599_R320_3127	319.803	599.290891088942	930	[M-H]-	599.290891088942
M599_R676_3128	675.755	599.44748773285	3139	[M-H]-	599.44748773285
M600_R233_3129	232.841	599.957366441575	246.5	[M-H]-	599.957366441575
M600_R632_3130	632.43	599.92794507715	14523	[M-H]-	599.92794507715
M600_R323_3133	322.633	600.275430808713	352	[M-H]-	600.275430808713
M600_R227_3134	226.833	600.090317077512	150.5	[M-H]-	600.090317077512
M600_R641_3135	640.609	600.381293657524	1422	[M-H]-	600.381293657524
M600_R206_3136	205.811	600.332589214015	520	[M-H]-	600.332589214015
M600_R721_3137	720.719	600.462293085406	1212	[M-H]-	600.462293085406
M601_R632_3139	632.43	600.930859311514	1989	[M-H]-	600.930859311514
M601_R237_3142	237.346	601.233424195169	630	[M-H]-	601.233424195169
M601_R877_3143	876.826	601.401071679811	1408	[M-H]-	601.401071679811
M601_R788_3144	788.1095	601.340727598473	96083.5	[M-H]-	601.340727598473
M601_R642_3145	641.973	601.318529184214	362	[M-H]-	601.318529184214
M601_R630_3147	629.705	601.472944267887	305	[M-H]-	601.472944267887
M602_R633_3148	633.1115	601.931058750265	1170	[M-H]-	601.931058750265
M602_R237_3151	237.346	602.23490952529	236.5	[M-H]-	602.23490952529
M602_R787_3152	787.4935	602.346958907225	16169	[M-H]-	602.346958907225
M602_R689_3153	689.458	602.321400255269	41423	[M-H]-	602.321400255269
M602_R613_3154	613.356	602.377259280721	1486	[M-H]-	602.377259280721
M602_R206_3155	205.811	602.305604650464	344	[M-H]-	602.305604650464
M603_R895_3156	895.071	602.510736031297	14300.5	[M-H]-	602.510736031297
M602_R760_3157	759.793	602.463944859282	2651	[M-H]-	602.463944859282
M602_R634_3158	633.793	602.424028493194	345	[M-H]-	602.424028493194
M603_R204_3160	204.3085	603.229340823531	334	[M-H]-	603.229340823531
M603_R616_3161	616.081	603.263393989178	1043	[M-H]-	603.263393989178
M603_R848_3162	848.455	603.384513536554	1545	[M-H]-	603.384513536554
M603_R605_3163	604.501	603.362668557019	471	[M-H]-	603.362668557019
M603_R689_3164	689.458	603.323004038862	10245	[M-H]-	603.323004038862
M603_R197_3165	196.8	603.303205974289	495	[M-H]-	603.303205974289
M604_R786_3167	785.647	603.524805829923	3870.5	[M-H]-	603.524805829923
M604_R616_3170	616.081	604.265518159921	443	[M-H]-	604.265518159921
M604_R832_3171	831.833	604.370064369796	1383	[M-H]-	604.370064369796
M604_R227_3172	226.833	604.36402431145	289	[M-H]-	604.36402431145
M604_R620_3173	620.1675	604.45463504565	766.5	[M-H]-	604.45463504565
M605_R793_3175	793.04	604.537258553807	552.5	[M-H]-	604.537258553807
M605_R231_3177	230.5885	605.235737773181	267	[M-H]-	605.235737773181
M605_R834_3178	833.68	605.3786391845	7488.5	[M-H]-	605.3786391845
M605_R628_3179	628.341	605.284025745027	341	[M-H]-	605.284025745027
M605_R564_3180	564.327	605.395742728938	193	[M-H]-	605.395742728938
M605_R267_3181	267.375	605.305922804968	563.5	[M-H]-	605.305922804968
M605_R883_3182	883.004	605.446913079032	130	[M-H]-	605.446913079032
M606_R793_3183	793.04	605.538414516782	362.5	[M-H]-	605.538414516782
M605_R617_3184	617.443	605.442233566914	235	[M-H]-	605.442233566914
M606_R539_3186	539.352	606.269957773368	145	[M-H]-	606.269957773368
M606_R848_3187	848.455	606.366329450283	1655.5	[M-H]-	606.366329450283
M606_R646_3188	645.8155	606.468825641923	179	[M-H]-	606.468825641923
M607_R622_3190	621.528	607.269636518417	237	[M-H]-	607.269636518417
M607_R209_3191	208.815	607.272177981602	210.5	[M-H]-	607.272177981602
M607_R848_3192	848.455	607.379678104705	25565	[M-H]-	607.379678104705
M608_R185_3193	184.789	607.520824250921	308.5	[M-H]-	607.520824250921
M607_R666_3195	666.015	607.462778306583	1088	[M-H]-	607.462778306583
M608_R214_3197	214.07	608.238273869272	223	[M-H]-	608.238273869272
M608_R628_3198	628.341	608.346713022543	707.5	[M-H]-	608.346713022543
M608_R848_3199	848.455	608.382587229261	8645	[M-H]-	608.382587229261
M608_R722_3200	722.021	608.322732297632	362.5	[M-H]-	608.322732297632
M608_R673_3202	673.1755	608.497056448251	1047	[M-H]-	608.497056448251
M609_R198_3203	198.302	609.248911660691	730	[M-H]-	609.248911660691
M609_R662_3204	662.489	609.312426901656	7223	[M-H]-	609.312426901656
M609_R871_3205	870.648	609.393051674776	5329	[M-H]-	609.393051674776
M609_R341_3206	341.029	609.322251950265	1210.5	[M-H]-	609.322251950265
M610_R183_3207	183.288	609.517888388063	370.5	[M-H]-	609.517888388063
M609_R678_3208	678.385	609.44225299862	2607	[M-H]-	609.44225299862
M609_R881_3209	880.527	609.41712163063	830	[M-H]-	609.41712163063
M610_R575_3210	575.218	609.952655248089	276	[M-H]-	609.952655248089
M610_R201_3212	201.306	610.250170640856	219.5	[M-H]-	610.250170640856
M610_R511_3213	510.72	610.271582728492	223	[M-H]-	610.271582728492
M610_R661_3214	661.156	610.325222248507	3683.5	[M-H]-	610.325222248507
M610_R855_3215	854.623	610.39970231411	1974.5	[M-H]-	610.39970231411
M610_R678_3216	677.733	610.482831837807	921.5	[M-H]-	610.482831837807
M610_R864_3217	863.652	610.481010639838	3217	[M-H]-	610.481010639838
M611_R271_3219	271.371	611.250564666846	332	[M-H]-	611.250564666846
M611_R643_3220	643.336	611.336907892805	4792	[M-H]-	611.336907892805
M611_R796_3221	795.503	611.338801467417	7053	[M-H]-	611.338801467417
M612_R185_3222	184.789	611.514899948075	502.5	[M-H]-	611.514899948075
M611_R673_3223	672.524	611.485565058283	14579	[M-H]-	611.485565058283
M612_R826_3224	826.279	611.541375534756	271	[M-H]-	611.541375534756
M612_R594_3227	594.285	612.259186255573	356	[M-H]-	612.259186255573
M612_R789_3228	788.7265	612.330424730955	431	[M-H]-	612.330424730955
M612_R519_3229	518.5315	612.288113555687	956	[M-H]-	612.288113555687
M612_R700_3231	699.876	612.497157717178	1634	[M-H]-	612.497157717178
M613_R220_3234	220.0775	613.252105299023	212.5	[M-H]-	613.252105299023
M613_R323_3235	322.633	613.265697560621	4259	[M-H]-	613.265697560621
M613_R661_3236	660.805	613.318347794486	14301	[M-H]-	613.318347794486
M613_R848_3237	848.455	613.353545854062	1966	[M-H]-	613.353545854062
M613_R496_3238	496.409	613.291911943192	404	[M-H]-	613.291911943192
M614_R185_3239	184.789	613.512112404107	315	[M-H]-	613.512112404107
M613_R252_3240	252.362	613.286996807308	681	[M-H]-	613.286996807308
M614_R729_3242	728.531	613.510558301197	101518	[M-H]-	613.510558301197
M614_R642_3243	641.973	613.956721134422	7240	[M-H]-	613.956721134422
M614_R323_3245	322.633	614.269209270786	1433.5	[M-H]-	614.269209270786
M614_R665_3246	664.713	614.322293148975	1588	[M-H]-	614.322293148975
M614_R846_3247	845.987	614.354175960475	1832	[M-H]-	614.354175960475
M614_R252_3248	252.362	614.288888409973	424.5	[M-H]-	614.288888409973
M614_R613_3249	613.357	614.450511769332	7798	[M-H]-	614.450511769332
M615_R867_3251	866.946	614.536576026779	269	[M-H]-	614.536576026779
M615_R643_3252	643.336	614.959989775976	839	[M-H]-	614.959989775976
M615_R321_3254	321.218	615.266886839095	543	[M-H]-	615.266886839095
M615_R768_3255	768.405	615.334509111453	543019.5	[M-H]-	615.334509111453
M615_R641_3256	641.2275	615.32576354061	208	[M-H]-	615.32576354061
M615_R839_3257	839.2095	615.356934482432	8792.5	[M-H]-	615.356934482432
M616_R185_3258	184.789	615.509333355491	152	[M-H]-	615.509333355491
M615_R807_3259	807.193	615.476828302055	9065	[M-H]-	615.476828302055
M615_R596_3260	595.646	615.453880534243	2562	[M-H]-	615.453880534243
M616_R642_3262	641.973	615.961881340214	706	[M-H]-	615.961881340214
M616_R321_3264	321.218	616.247831401679	415.5	[M-H]-	616.247831401679
M616_R845_3265	845.3695	616.378322778289	992	[M-H]-	616.378322778289
M616_R750_3266	749.806	616.337381126365	179491.5	[M-H]-	616.337381126365
M616_R214_3267	214.069	616.314490581522	385.5	[M-H]-	616.314490581522
M616_R591_3268	590.8795	616.345958196259	537	[M-H]-	616.345958196259
M617_R789_3271	789.343	616.53783181148	46287	[M-H]-	616.53783181148
M616_R700_3272	699.88	616.465223542377	2531	[M-H]-	616.465223542377
M616_R596_3273	595.646	616.462792731798	931	[M-H]-	616.462792731798
M617_R237_3275	237.346	617.2073892627	436	[M-H]-	617.2073892627
M617_R779_3276	779.489	617.336733955117	1210	[M-H]-	617.336733955117
M617_R861_3277	860.785	617.380787576135	2972	[M-H]-	617.380787576135
M617_R689_3278	689.458	617.339811507997	10150	[M-H]-	617.339811507997
M617_R399_3279	399.043	617.294919843963	511	[M-H]-	617.294919843963
M618_R786_3281	786.263	617.53873538624	440	[M-H]-	617.53873538624
M617_R882_3282	881.5625	617.495580895104	329	[M-H]-	617.495580895104
M618_R631_3283	631.068	618.277161444234	767	[M-H]-	618.277161444234
M618_R771_3284	770.865	618.342011391558	6634	[M-H]-	618.342011391558
M618_R386_3285	386.306	618.307716559747	209	[M-H]-	618.307716559747
M618_R240_3286	240.353	618.377455198998	208	[M-H]-	618.377455198998
M618_R705_3288	705.09	618.481780609354	1616	[M-H]-	618.481780609354
M618_R605_3289	605.183	618.481206209204	1787	[M-H]-	618.481206209204
M619_R798_3290	797.9625	618.548809956584	3824	[M-H]-	618.548809956584
M619_R856_3291	855.855	619.204174600536	183.5	[M-H]-	619.204174600536
M619_R198_3292	198.302	619.245217612089	162	[M-H]-	619.245217612089
M619_R641_3293	640.6085	619.325710543224	3576	[M-H]-	619.325710543224
M619_R891_3294	890.7445	619.451408925313	1570	[M-H]-	619.451408925313
M620_R803_3295	802.889	619.555191594551	3398	[M-H]-	619.555191594551
M619_R605_3296	605.183	619.48419954311	721	[M-H]-	619.48419954311
M620_R195_3297	195.299	620.265783456555	1340	[M-H]-	620.265783456555
M620_R629_3298	629.0235	620.323637979687	554	[M-H]-	620.323637979687
M620_R820_3299	820.13	620.359561468321	772	[M-H]-	620.359561468321
M620_R396_3300	396.211	620.38740835387	171	[M-H]-	620.38740835387
M620_R630_3302	629.705	620.437387250616	241	[M-H]-	620.437387250616
M621_R201_3303	201.306	621.257538240713	459.5	[M-H]-	621.257538240713
M621_R662_3304	662.108	621.323620191749	109732.5	[M-H]-	621.323620191749
M621_R851_3305	850.922	621.375148973191	5595.5	[M-H]-	621.375148973191
M621_R210_3307	210.316	621.287205435948	329	[M-H]-	621.287205435948
M621_R604_3308	603.82	621.496799147064	172.5	[M-H]-	621.496799147064
M622_R828_3309	827.51	621.572351659182	2585	[M-H]-	621.572351659182
M622_R348_3310	348.102	622.103536296853	477	[M-H]-	622.103536296853
M622_R200_3311	199.804	622.26381993821	308.5	[M-H]-	622.26381993821
M622_R675_3312	675.131	622.302838854424	21268	[M-H]-	622.302838854424
M622_R850_3313	849.689	622.373797784351	1874	[M-H]-	622.373797784351
M623_R347_3317	346.688	623.106145873859	141	[M-H]-	623.106145873859
M623_R203_3318	202.8085	623.27315686782	181	[M-H]-	623.27315686782
M623_R611_3319	610.632	623.283138030201	342	[M-H]-	623.283138030201
M623_R788_3320	788.111	623.373920384088	20075	[M-H]-	623.373920384088
M623_R664_3321	664.4125	623.345562087614	29749	[M-H]-	623.345562087614
M623_R185_3322	184.789	623.494964364945	304	[M-H]-	623.494964364945
M623_R848_3323	848.4535	623.432590305545	2854	[M-H]-	623.432590305545
M624_R674_3325	673.8285	624.326497955392	805.5	[M-H]-	624.326497955392
M624_R816_3326	815.8145	624.362624192337	6048	[M-H]-	624.362624192337
M624_R234_3327	234.342	624.344454387035	234	[M-H]-	624.344454387035
M624_R723_3328	723.3225	624.487780912311	614.5	[M-H]-	624.487780912311
M624_R866_3329	866.3465	624.434866802258	911.5	[M-H]-	624.434866802258
M624_R284_3330	283.812	624.455123358559	158	[M-H]-	624.455123358559
M625_R473_3332	473.13	625.281971324319	173	[M-H]-	625.281971324319
M625_R797_3333	796.732	625.369050865408	3368.5	[M-H]-	625.369050865408
M625_R643_3334	643.336	625.318595582373	23110	[M-H]-	625.318595582373
M625_R395_3335	394.796	625.355823917021	1092.5	[M-H]-	625.355823917021
M625_R183_3336	183.288	625.492265124764	557	[M-H]-	625.492265124764
M625_R726_3337	725.927	625.474972902536	1310	[M-H]-	625.474972902536
M626_R828_3338	827.51	625.560440273935	499	[M-H]-	625.560440273935
M626_R624_3339	624.254	625.960612517701	453.5	[M-H]-	625.960612517701
M626_R809_3341	809.045	626.366010890936	2721	[M-H]-	626.366010890936
M626_R641_3342	640.6095	626.360615697745	393.5	[M-H]-	626.360615697745
M626_R530_3343	530.243	626.331818489023	311	[M-H]-	626.331818489023
M626_R396_3344	396.211	626.359242014454	308	[M-H]-	626.359242014454
M626_R710_3345	710.302	626.486515607416	1920.5	[M-H]-	626.486515607416
M626_R863_3346	863.261	626.445751155202	772	[M-H]-	626.445751155202
M627_R613_3348	613.356	627.264540824213	191	[M-H]-	627.264540824213
M627_R852_3349	852.156	627.369947199337	100667	[M-H]-	627.369947199337
M627_R183_3350	183.288	627.488960719837	480	[M-H]-	627.488960719837
M627_R687_3352	686.852	627.489673117746	4600	[M-H]-	627.489673117746
M628_R642_3353	641.973	627.959029178874	5699	[M-H]-	627.959029178874
M628_R206_3355	205.811	628.2560141824	219.5	[M-H]-	628.2560141824
M628_R347_3356	346.688	628.201952781509	267	[M-H]-	628.201952781509
M628_R792_3357	791.8055	628.361352084341	4505	[M-H]-	628.361352084341
M628_R642_3358	641.973	628.334546758131	1657	[M-H]-	628.334546758131
M628_R541_3359	540.654	628.317864367743	266	[M-H]-	628.317864367743
M628_R388_3360	387.72	628.485809603583	225	[M-H]-	628.485809603583
M628_R686_3361	685.55	628.438787273994	2250	[M-H]-	628.438787273994
M628_R844_3363	843.518	628.475012776754	7361.5	[M-H]-	628.475012776754
M629_R641_3364	640.609	628.962416267568	885	[M-H]-	628.962416267568
M629_R321_3365	321.218	629.261661759679	434	[M-H]-	629.261661759679
M629_R254_3366	253.863	629.262023266175	651	[M-H]-	629.262023266175
M629_R628_3367	628.341	629.277847093087	237	[M-H]-	629.277847093087
M629_R819_3368	818.894	629.363645805188	7279	[M-H]-	629.363645805188
M629_R721_3369	720.719	629.340040874513	3166	[M-H]-	629.340040874513
M629_R185_3370	184.789	629.48679325741	246	[M-H]-	629.48679325741
M629_R267_3371	267.375	629.35114757147	4327	[M-H]-	629.35114757147
M629_R686_3374	685.55	629.414164531442	1776	[M-H]-	629.414164531442
M630_R641_3377	640.609	629.948077048319	246	[M-H]-	629.948077048319
M630_R530_3378	530.243	630.280709939058	298	[M-H]-	630.280709939058
M630_R382_3379	382.063	630.270912410292	570	[M-H]-	630.270912410292
M630_R616_3380	616.0805	630.303022004503	289	[M-H]-	630.303022004503
M630_R856_3381	855.855	630.388453442485	13670	[M-H]-	630.388453442485
M630_R794_3382	794.273	630.353386011465	82217	[M-H]-	630.353386011465
M630_R198_3383	198.302	630.33084897491	268	[M-H]-	630.33084897491
M630_R267_3384	267.375	630.353841037296	1400	[M-H]-	630.353841037296
M631_R723_3385	723.322	630.513161828033	5328	[M-H]-	630.513161828033
M630_R867_3386	866.961	630.449292026598	242	[M-H]-	630.449292026598
M631_R215_3388	214.819	631.283139860581	380	[M-H]-	631.283139860581
M631_R818_3389	818.2785	631.367102605926	18519.5	[M-H]-	631.367102605926
M631_R654_3390	653.5985	631.315691406003	1279.5	[M-H]-	631.315691406003
M631_R399_3391	399.043	631.333184328853	1147.5	[M-H]-	631.333184328853
M631_R183_3392	183.288	631.483353396907	125	[M-H]-	631.483353396907
M631_R267_3393	267.375	631.357006302969	495	[M-H]-	631.357006302969
M631_R697_3394	697.2725	631.490890044003	1961	[M-H]-	631.490890044003
M632_R825_3397	825.048	631.547108565898	246	[M-H]-	631.547108565898
M632_R647_3398	647.424	631.892993854574	10311	[M-H]-	631.892993854574
M632_R215_3399	214.821	632.229828636229	640	[M-H]-	632.229828636229
M632_R843_3400	842.901	632.368362066274	374.5	[M-H]-	632.368362066274
M632_R391_3401	390.551	632.311659254118	563.5	[M-H]-	632.311659254118
M632_R688_3402	688.154	632.336886510216	429	[M-H]-	632.336886510216
M632_R597_3403	597.008	632.386723779566	425	[M-H]-	632.386723779566
M633_R782_3404	781.95	632.531736526879	2069.5	[M-H]-	632.531736526879
M632_R680_3405	680.339	632.476011725748	240889	[M-H]-	632.476011725748
M632_R885_3406	885.481	632.442842998309	314	[M-H]-	632.442842998309
M633_R646_3408	646.062	632.893490816435	1065	[M-H]-	632.893490816435
M633_R628_3411	628.341	633.359854327006	266	[M-H]-	633.359854327006
M633_R846_3412	845.9865	633.376724685865	3217	[M-H]-	633.376724685865
M633_R718_3413	718.116	633.301280748484	1688	[M-H]-	633.301280748484
M633_R383_3414	383.476	633.287425540516	315	[M-H]-	633.287425540516
M633_R680_3415	680.339	633.479432958243	110892	[M-H]-	633.479432958243
M634_R826_3417	826.279	633.564169761702	720	[M-H]-	633.564169761702
M634_R842_3419	842.284	634.38178796886	1590	[M-H]-	634.38178796886
M634_R714_3420	714.208	634.307110279201	1052	[M-H]-	634.307110279201
M634_R218_3421	217.824	634.373622966727	393	[M-H]-	634.373622966727
M634_R586_3422	586.109	634.404205742389	1109	[M-H]-	634.404205742389
M634_R382_3423	382.063	634.294624282903	257	[M-H]-	634.294624282903
M634_R638_3425	637.883	634.475912617202	1414	[M-H]-	634.475912617202
M635_R825_3426	825.048	634.566709095927	374	[M-H]-	634.566709095927
M635_R324_3428	324.047	635.246604155516	373	[M-H]-	635.246604155516
M635_R627_3429	626.979	635.356631812232	1023.5	[M-H]-	635.356631812232
M635_R807_3430	807.191	635.346830336458	3663.5	[M-H]-	635.346830336458
M635_R396_3431	396.211	635.339202572431	489	[M-H]-	635.339202572431
M635_R680_3433	680.339	635.484772306267	4326	[M-H]-	635.484772306267
M636_R628_3434	628.341	636.330867811671	998	[M-H]-	636.330867811671
M636_R787_3435	786.8785	636.346611761824	1454	[M-H]-	636.346611761824
M636_R605_3437	604.501	636.442829225708	420	[M-H]-	636.442829225708
M637_R734_3438	734.1045	636.506863062519	44424	[M-H]-	636.506863062519
M637_R330_3441	329.708	637.227238969194	227	[M-H]-	637.227238969194
M637_R667_3442	667.3165	637.323176232127	1002	[M-H]-	637.323176232127
M637_R858_3443	858.322	637.36721447462	2057	[M-H]-	637.36721447462
M638_R733_3444	733.4895	637.510783141949	22106	[M-H]-	637.510783141949
M638_R829_3445	828.741	637.556105405106	703	[M-H]-	637.556105405106
M638_R577_3446	576.701	638.276722417758	1215.5	[M-H]-	638.276722417758
M638_R194_3447	193.797	638.276839193909	22483	[M-H]-	638.276839193909
M638_R737_3448	736.9645	638.359181773045	822	[M-H]-	638.359181773045
M638_R869_3449	868.832	638.45156040305	555.5	[M-H]-	638.45156040305
M638_R204_3450	204.311	638.32415610984	211	[M-H]-	638.32415610984
M638_R653_3451	652.874	638.454160284926	1789	[M-H]-	638.454160284926
M639_R847_3452	847.22	638.543244163607	5534	[M-H]-	638.543244163607
M639_R601_3454	601.097	639.277230453931	608	[M-H]-	639.277230453931
M639_R194_3455	193.797	639.279680900437	7365.5	[M-H]-	639.279680900437
M639_R789_3456	789.343	639.394881295934	3252.5	[M-H]-	639.394881295934
M639_R851_3457	850.922	639.348587233804	1923	[M-H]-	639.348587233804
M639_R399_3458	399.043	639.333471346141	264	[M-H]-	639.333471346141
M639_R185_3459	184.789	639.468943561895	179	[M-H]-	639.468943561895
M640_R779_3460	779.486	639.524127427439	393.5	[M-H]-	639.524127427439
M639_R594_3461	594.285	639.452576870813	299.5	[M-H]-	639.452576870813
M640_R871_3462	870.648	639.545803370794	2395	[M-H]-	639.545803370794
M640_R194_3464	193.797	640.274562192582	8579	[M-H]-	640.274562192582
M640_R635_3465	635.156	640.251973089261	930	[M-H]-	640.251973089261
M640_R779_3466	779.488	640.344724858072	820	[M-H]-	640.344724858072
M640_R882_3467	881.766	640.385386661858	589	[M-H]-	640.385386661858
M640_R207_3468	207.314	640.306355827247	172	[M-H]-	640.306355827247
M640_R639_3469	639.245	640.413702573723	592	[M-H]-	640.413702573723
M641_R788_3471	788.111	640.537648883079	12039	[M-H]-	640.537648883079
M641_R839_3472	838.585	641.24596577213	367	[M-H]-	641.24596577213
M641_R194_3473	193.797	641.277196753682	1836.5	[M-H]-	641.277196753682
M641_R635_3474	635.156	641.252240017635	319	[M-H]-	641.252240017635
M641_R742_3475	742.102	641.348640121697	79502	[M-H]-	641.348640121697
M641_R185_3476	184.789	641.465520118762	476.5	[M-H]-	641.465520118762
M641_R600_3478	599.733	641.469644168993	16934	[M-H]-	641.469644168993
M642_R195_3480	195.299	642.278563264058	463	[M-H]-	642.278563264058
M642_R775_3482	775.1825	642.352710617712	139895	[M-H]-	642.352710617712
M642_R643_3483	643.336	642.349120625282	2809	[M-H]-	642.349120625282
M642_R393_3484	393.381	642.369820949952	209	[M-H]-	642.369820949952
M642_R207_3485	207.314	642.315666980667	160	[M-H]-	642.315666980667
M642_R688_3487	688.154	642.428979233653	8446.5	[M-H]-	642.428979233653
M642_R600_3488	599.733	642.472466083299	4068.5	[M-H]-	642.472466083299
M643_R674_3490	674.4795	643.319836927993	3881	[M-H]-	643.319836927993
M643_R853_3491	852.7695	643.378544951973	950	[M-H]-	643.378544951973
M643_R185_3492	184.789	643.463601512959	341	[M-H]-	643.463601512959
M643_R880_3493	879.9285	643.455218400961	2184.5	[M-H]-	643.455218400961
M643_R688_3494	688.154	643.43139167007	3016	[M-H]-	643.43139167007
M643_R600_3495	599.733	643.476332222282	1066	[M-H]-	643.476332222282
M644_R468_3496	468.212	644.031994883673	265.5	[M-H]-	644.031994883673
M644_R689_3498	689.458	644.325107540046	4657.5	[M-H]-	644.325107540046
M644_R203_3499	202.808	644.307005283839	265	[M-H]-	644.307005283839
M644_R835_3500	834.891	644.367868781526	166354	[M-H]-	644.367868781526
M645_R828_3501	827.51	644.567723321707	1505	[M-H]-	644.567723321707
M645_R678_3502	677.7365	645.314653538343	2795.5	[M-H]-	645.314653538343
M645_R814_3503	813.9645	645.369473120855	31089	[M-H]-	645.369473120855
M645_R185_3504	184.789	645.460930790534	262.5	[M-H]-	645.460930790534
M646_R828_3505	827.51	645.572771643171	973	[M-H]-	645.572771643171
M646_R635_3507	635.156	646.282324269009	778	[M-H]-	646.282324269009
M646_R835_3508	835.348	646.385009133886	7341	[M-H]-	646.385009133886
M646_R206_3509	205.811	646.294311342435	214.5	[M-H]-	646.294311342435
M646_R388_3510	387.72	646.326501910315	159	[M-H]-	646.326501910315
M647_R781_3512	780.718	646.512261075129	2205	[M-H]-	646.512261075129
M646_R673_3513	672.524	646.432634011576	4709	[M-H]-	646.432634011576
M647_R701_3515	701.1825	647.324080470581	947	[M-H]-	647.324080470581
M647_R845_3516	844.5995	647.366328082838	2066.5	[M-H]-	647.366328082838
M647_R883_3518	883.004	647.446955045579	619.5	[M-H]-	647.446955045579
M648_R781_3519	780.718	647.516304586232	857	[M-H]-	647.516304586232
M647_R671_3520	671.222	647.435586684313	2796	[M-H]-	647.435586684313
M648_R266_3523	265.874	648.13695983984	274	[M-H]-	648.13695983984
M648_R231_3525	231.339	648.390515458444	372	[M-H]-	648.390515458444
M648_R615_3527	614.718	648.455234468028	542.5	[M-H]-	648.455234468028
M649_R788_3529	788.111	648.525976877219	1077	[M-H]-	648.525976877219
M649_R722_3530	722.021	648.504989671481	1190	[M-H]-	648.504989671481
M649_R643_3534	643.336	649.388612923918	23255.5	[M-H]-	649.388612923918
M649_R777_3535	777.021	649.326138487488	4232	[M-H]-	649.326138487488
M649_R215_3536	214.819	649.283960990926	196.5	[M-H]-	649.283960990926
M649_R872_3537	871.882	649.4459696237	1486	[M-H]-	649.4459696237
M650_R721_3539	720.719	649.512944292952	704	[M-H]-	649.512944292952
M649_R615_3540	614.718	649.458828744353	186	[M-H]-	649.458828744353
M650_R506_3541	505.517	650.20213303604	146	[M-H]-	650.20213303604
M650_R641_3542	640.609	650.349921249699	793	[M-H]-	650.349921249699
M650_R791_3543	790.575	650.329557032188	1632	[M-H]-	650.329557032188
M651_R883_3544	883.004	650.506178094464	4600	[M-H]-	650.506178094464
M650_R717_3545	717.462	650.445541951121	2929	[M-H]-	650.445541951121
M651_R207_3546	207.314	651.255604833344	178	[M-H]-	651.255604833344
