mz,ret,int,mod,kmd,HS_num
400.335664444599,884.242,1868.5,0.361212924598988,-0.36123599717564,28
500.330274428147,807.814,43616.5,0.36221002814699,-0.362233164413908,28
600.332589214015,205.811,520,0.370911934014998,-0.37093562611858,33
650.329557032188,790.575,1632,0.371073312187946,-0.371097014599627,33
700.339312279084,628.341,857,0.384022119083966,-0.384046648604226,35
650.349921249699,640.609,793,0.391437529699033,-0.391462532880723,36
600.381293657524,640.609,1422,0.419616377523994,-0.419643180637536,37
700.384737487665,813.673,5514,0.429447327665002,-0.429474758733136,38
850.387620343445,640.609,924,0.441910863444946,-0.441939090625056,39
800.394977518341,628.341,532,0.446074478340961,-0.446102971473124,39
550.44795951798,699.88,5231,0.483088677980049,-0.483119535404512,41
650.445541951121,717.462,2929,0.487058231120955,-0.48708934210174,41
600.462293085406,720.719,1212,0.500615805406028,0.499352217619276,43
800.493081697427,855.855,1368,0.544178657426983,0.455786583009058,44
850.516139175029,881.766,40745,0.57042969502902,0.429533868614499,45
950.527927571833,854.623,3062.5,0.588605211832942,0.411357190844456,46
750.5552351006,890.452,1878,0.603138500600039,0.396822973759413,47
950.548602169264,633.793,3049,0.609279809263967,0.390681272817801,48
850.560274291647,715.51,637,0.614564811647028,0.385395932853612,49
850.56386289262,886.723,20472,0.618153412620018,0.381807102657717,49
900.56818528184,886.109,2207,0.625669361839982,0.374290673354494,51
800.576390332666,773.3295,3213,0.627487292666046,0.372472626407557,51
850.584440842337,780.718,5253,0.638731362337012,0.361227838518516,53
750.591676749847,962.03,1087,0.639580149847006,0.360378996792065,53
900.582880316834,672.524,6081.5,0.640364396834002,0.359594699710897,53
700.596070110639,794.8815,537,0.640779950638944,0.359179119362352,53
1050.57545731531,641.973,1344.5,0.642522075309898,0.357436883412674,53
750.5980444025,781.9525,11170,0.645947802500018,0.354010937403245,58
1050.58192095574,719.417,2385,0.648985715740082,0.350972830115779,58
1000.59194690599,414.604,55956,0.655818105989965,0.344140003445091,60
1000.61184700573,887.965,818,0.67571820573005,0.324238632580432,61
